organization,DISTRICT_ID,TYPE,COUNTY,COGO_ACRES,PLAT_ACRES,DIGITIZED,STATUS,CREATION_DATE,BNDRY_CHANGE,METHOD,SOURCE,ACCURACY,COMMENTS,INITIALS,UPDATED,TX_CNTY,FIPS,SHAPEAREA,SHAPELEN
Austin County MUD 1,115010,MUD,Austin,156.6524578,156.653,N,I,2021/06/15 00:00:00+00,,MB,FN,P, ,gn,2021/11/18 00:00:00+00,8,15,5.91E-05,0.052328025
Acton MUD,980502,MUD,Hood,6054.441916,5827.744,N,A,1982/07/21 00:00:00+00,2020/01/15 00:00:00+00,MB,FN,NP, ,gn,2021/11/18 00:00:00+00,111,221,0.002348336,1.674898976
Brazoria County MUD 43,1636188,MUD,Brazoria,268.7509499,270.4487,N,A,2008/09/15 00:00:00+00,2021/06/01 00:00:00+00,MB,FN,NP, ,gn,2021/11/18 00:00:00+00,20,39,0.000101743,0.070492919
Collin County Mud 2,2326001,MUD,Collin,649.3882152,649.922, , ,2018/08/20 00:00:00+00,2021/09/28 00:00:00+00,MB,FN,NP, ,gn,2021/11/18 00:00:00+00,43,85,0.000253789,0.116291007
Alpha Ranch WCID of Denton and Wise Counties,990500, FWSD,Denton/Wise,1468.967086,1467.873,N,A,2008/02/15 00:00:00+00,2017/10/26 00:00:00+00,MB,FN,P, ,gn,2022/02/02 00:00:00+00,61,121,0.000573784,0.183251344
Harris County MUD 544,3741533,MUD,Harris,138.0426388,138.03,N,I,2017/06/12 00:00:00+00,,MB,FN,NP, ,SPT,2020/02/05 00:00:00+00,101,201,5.22E-05,0.030156401
Anthem MUD,1030500,MUD,Hays,423.0171741,422.996,N,A,2016/07/25 00:00:00+00,2021/10/13 00:00:00+00,MB,FN,P, ,gn,2022/02/02 00:00:00+00,105,209,0.000160159,0.084548542
Waller County MUD 33,8344122,MUD,Waller,523.5174475,521.019,N,A,2019/08/07 00:00:00+00,2019/12/02 00:00:00+00,MB,FN,NP, ,SPT,2020/02/25 00:00:00+00,237,473,0.000197878,0.070824675
Cool Water MUD,2403557,MUD,Williamson,312.8228243,312.94,N,A,2018/11/26 00:00:00+00,2019/11/18 00:00:00+00,MB,FN,P, ,SPT,2020/02/26 00:00:00+00,246,491,0.000119324,0.053121711
Smiley Road WCID 2,7574854,WCID,Denton,903.5019741,900.3,N,I,2017/11/13 00:00:00+00,,MB,FN,NP, ,SPT,2020/03/27 00:00:00+00,61,121,0.000353905,0.163922271
Smiley Road WCID 1,7574732,WCID,Denton,505.2905445,507.59,N,I,2017/11/13 00:00:00+00,,MB,FN,P,  ,SPT,2020/03/27 00:00:00+00,61,121,0.000197891,0.090533383
Fulshear MUD 4,3128575,MUD,Fort Bend,632.4024148,631.62,N,U,2015/09/01 00:00:00+00,,MB,FN,NP,bad closure acreage off,gn,2022/03/08 00:00:00+00,79,157,0.000238442,0.077690287
Harris County MUD 495,3730608,MUD,Harris,1060.276078,1060.1,N,A,2009/05/27 00:00:00+00,2020/02/07 00:00:00+00,MB,FN,P, ,ks,2020/09/15 00:00:00+00,101,201,0.000400579,0.196024431
Ponder Farms MUD of Denton County,7120005,MUD,Denton,154.230131,154.219,N,I,2022/02/16 00:00:00+00,,MB,FN,P, ,gn,2022/03/09 00:00:00+00, , ,6.03E-05,0.038200621
Comal County WID 1D,2390001,WID,Comal,406.3364592,397.61,N,I,2021/02/05 00:00:00+00,2021/03/26 00:00:00+00,MB,FN,NP,bad closure acreage off,gn,2022/03/09 00:00:00+00,46,91,0.000153567,0.105535637
Harris County Improvemend District 25,3736697,WID,Harris,114.7996515,109.49, ,A,2017/06/12 00:00:00+00,,MB/OSD,FN,NP, ,ks,2020/02/27 00:00:00+00,101,201,4.33E-05,0.044057716
Harris County MUD 64,3737176,MUD,Harris,514.7144146,514.86,N,A,1976/12/21 00:00:00+00,2019/02/13 00:00:00+00,MB,FN,P, ,ks,2020/04/28 00:00:00+00,101,201,0.000194304,0.104838834
Brazoria County MUD 70,818326,MUD,Brazoria,2273.640109,2273.1,N,I,2017/09/01 00:00:00+00,,MB,FN,P, ,SPT,2020/02/06 00:00:00+00,20,39,0.000854704,0.185990851
Trinity Lakes MUD of Montgomery County,7997500,MUD,Montgomery,103.1429154,93.4,N,A,2017/05/18 00:00:00+00,,MB,FN,NP, ,SPT,2020/02/06 00:00:00+00,170,339,3.92E-05,0.045677721
Celina MMD 2,2259750,MMD,Collin,1390.621885,272.545,N,I,2017/06/12 00:00:00+00,,MB,FN,NP,Acreage,SPT,2020/02/07 00:00:00+00,43,85,0.000545059,0.166785853
Windsor Hills MMD 1,8681500,MMD,Ellis,902.9349154,904.74,N,A,2013/06/14 00:00:00+00,,MB,FN,NP, ,SPT,2020/02/07 00:00:00+00,70,139,0.000350545,0.135664146
Rockwall County MUD 8,7311475,MUD,Rockwall,266.9091798,266.912,N,A,2005/06/17 00:00:00+00,,MB,FN,P, ,gn,,397, ,0.000104131,0.055060369
Magnolia Pointe MUD 1,2743750,MUD,Hunt,712.9540612,712.947,N,A,2015/09/01 00:00:00+00,2021/11/15 00:00:00+00,MB,FN,P, ,gn,2022/03/09 00:00:00+00,116,231,0.000278526,0.12558898
Fulshear MUD 4,3128516,MUD,Fort Bend,227.0462875,227.024,N,U,2015/09/01 00:00:00+00,,MB,FN,P, ,gn,2022/03/07 00:00:00+00,79,157,8.56E-05,0.03812093
Fulshear MUD 5,3128555,MUD,Fort Bend,636.6388185,636.76,N,U,2015/09/01 00:00:00+00,,MB,FN,NP,closure off 2 ft,gn,2022/03/07 00:00:00+00,79,157,0.000240043,0.084510204
Williamson County MUD 19,8664035,MUD,Williamson,435.3161098,433.953,N,A,2005/06/23 00:00:00+00,2020/02/24 00:00:00+00,MB,FN,NP, ,SPT,2020/03/11 00:00:00+00,246,491,0.000165773,0.085717452
Brazoria County MUD 40,1636125,MUD,Brazoria,541.4120256,543.93,N,A,2007/01/23 00:00:00+00,2020/01/28 00:00:00+00,MB,FN,NP, ,SPT,2020/03/12 00:00:00+00,20,39,0.000203901,0.125147897
Greens Parkway MUD,3417200,MUD,Harris,710.9592242,710.6032,N,A,1984/05/16 00:00:00+00,2020/02/13 00:00:00+00,MB,FN,NP, ,SPT,2020/03/12 00:00:00+00,101,201,0.000268908,0.139409022
Harris County MUD 230,3737528,MUD,Harris,527.9173691,527.959,N,A,1983/10/20 00:00:00+00,2020/02/03 00:00:00+00,MB,FN,P, ,SPT,2020/03/13 00:00:00+00,101,201,0.000199707,0.151402266
Leander MUD 3,5382750,MUD,Williamson,176.6931208,204.75,N,A,2013/08/23 00:00:00+00,2015/08/19 00:00:00+00,MB,FN,P, ,ks,2020/05/05 00:00:00+00,246,491,6.73E-05,0.044509845
Harris County MUD 196,3737460,MUD,Harris,703.6679412,703.59,N,A,1981/12/15 00:00:00+00,2015/12/16 00:00:00+00,MB,FN,P, ,ks,2020/05/05 00:00:00+00, , ,0.000266078,0.1174614
Montgomery County MUD 180,5857705,MUD,Montgomery,668.9589653,665.876,N,I,2019/06/14 00:00:00+00,,MB,FN,P, ,ks,2019/12/04 00:00:00+00,170,339,0.000253833,0.081933406
Kaufman County FWSD 7,9000021,FWSD ,Kaufman,714.4506823,716.699,N,A,2019/07/17 00:00:00+00,2019/07/30 00:00:00+00,MB,FN,P, ,SPT,2020/03/13 00:00:00+00,129,257,0.000277943,0.075625157
Harris County MUD 423,3737160,MUD,Harris,521.5019067,520.014,N,A,2006/12/12 00:00:00+00,2018/07/16 00:00:00+00,MB,FN,NP, ,SPT,2020/03/17 00:00:00+00,101,201,0.000197222,0.102105503
Montgomery County MUD 190,5857750,MUD,Montgomery,139.7517431,139.75,N,I,2020/09/01 00:00:00+00,,MB,FN,P, ,gn,2021/11/02 00:00:00+00,170,339,5.29E-05,0.044216697
Plum Creek FWSD 1,7111000,FWSD,Liberty,3034.038233,3023.97,N,A,2007/11/19 00:00:00+00,2020/06/18 00:00:00+00,MB,FN,P, ,SPT,2020/01/29 00:00:00+00,146,291,0.001149681,0.209998643
Harris County MUD 450,3737155,MUD,Harris,399.15975,397.932,N,A,2007/02/13 00:00:00+00,2020/08/10 00:00:00+00,MB,FN,P, ,SPT,2021/01/29 00:00:00+00,101,201,0.00015098,0.09462167
Harris County MUD 18,3737084,MUD,Harris,472.9279637,472.78,N,A,1972/05/17 00:00:00+00,2020/06/08 00:00:00+00,MB,FN,NP, ,ks,2021/03/19 00:00:00+00,101,201,0.000178899,0.079961076
Montgomery County MUD 166,5857644,MUD,Montgomery,200.2998935,200.31,N,I,2019/06/10 00:00:00+00,,MB,FN,P, ,ks,2019/09/10 00:00:00+00,170,339,7.60E-05,0.044543913
Hunter Ranch Improvement District 1,4698875,OTH,Denton,3154.437536,3167.72,N,I,2019/06/10 00:00:00+00,,MB,FN,P, ,ks,2019/09/10 00:00:00+00,61,121,0.001233748,0.301376985
North Hays County MUD 2,4699001,MUD,Hays,693.1663782,694.128,N,A,2017/06/12 00:00:00+00,,MB,FN,P, ,ks,2020/03/05 00:00:00+00,105,209,0.000262334,0.203588675
Denton County MUD 4,2722017,MUD,Denton,272.9209399,274.76,N,a,2002/11/21 00:00:00+00,2018/05/08 00:00:00+00,MB,FN,NP, ,SPT,2020/05/04 00:00:00+00,61,121,0.000106748,0.054117632
Galveston County MUD 56,3179826,MUD,Galveston,633.6134772,632.81,N,A,2007/02/21 00:00:00+00,2015/08/14 00:00:00+00,MB,FN,P, ,SPT,2020/05/04 00:00:00+00,87,167,0.000238356,0.079402562
Denton County FWSD 12,2721822,FWSD,Denton,509.9882611,512.44,N,A,2018/12/18 00:00:00+00,2019/08/22 00:00:00+00,MB,FN,NP, ,SPT,2019/10/15 00:00:00+00,61,121,0.000199821,0.083701135
Rancho Isabella MUD,7175500,MUD,Brazoria,154.6076051,154.6,N,A,1981/03/18 00:00:00+00,2020/09/16 00:00:00+00,MB,FN,P, ,SPT,2021/02/02 00:00:00+00,20,39,5.80E-05,0.044050863
Fort Bend County MUD 147 ,3079654,MUD,Fort Bend,325.6171987,325.748,N,A,2004/07/09 00:00:00+00,2018/03/22 00:00:00+00,MB,FN,P, ,KS,2019/05/15 00:00:00+00,79,157,0.000122618,0.07361553
Montgomery County MUD 162,5857613,MUD,Montgomery,158.6276501,158.7,N,I,2019/06/14 00:00:00+00,2022/02/08 00:00:00+00,MB,FN,P, ,gn,2022/03/16 00:00:00+00,170,339,6.02E-05,0.037760093
Montgomery County MUD 108,5855625,MUD,Montgomery,716.9377919,718.451,N,I,2016/11/08 00:00:00+00,2022/02/28 00:00:00+00,MB,FN,NP,acreage off,gn,2022/03/16 00:00:00+00,170,339,0.000271869,0.213838337
Fort Bend County Management District 3,3073438,MMD,Fort Bend,763.5566534,763.4,N,I,2019/06/14 00:00:00+00,,MB,FN,P, ,ks,2019/09/06 00:00:00+00,79,157,0.000287412,0.098278326
Brazoria County MUD 18,1636640,MUD,Brazoria,762.0340907,772.9487,NA,A,1999/05/21 00:00:00+00,2002/04/16 00:00:00+00,E,DWG,NP,brazoriamud18.zip,ra,2002/06/21 00:00:00+00,20,39,0.000287061,0.205026686
Waller County MUD 34,8344181,MUD,Waller,3798.133233,3791,N,I,2019/06/10 00:00:00+00,,MB,FN,NP, ,ks,2019/08/08 00:00:00+00,237,473,0.001436205,0.214014509
Harris County MUD 560,3737610,MUD,Harris,235.9012469,235.642,N,I,2021/02/04 00:00:00+00,,MB,FN,P, ,ks,2021/08/24 00:00:00+00,101,201,8.92E-05,0.039255545
Vineyard MMD 1,8323875,MMD,Williamson,632.6874724,632.679,N,I,2015/09/01 00:00:00+00,2017/08/16 00:00:00+00,MB,FN,P, ,gn,2022/03/14 00:00:00+00,246,491,0.000241404,0.131648129
Brazoria County MUD 57,1636544,MUD,Brazoria,1380.913436,1381.8593,N,I,2007/08/16 00:00:00+00,2022/01/13 00:00:00+00,MB,FN,NP,acreage off,gn,2022/03/15 00:00:00+00,20,39,0.00051964,0.246587175
East Hays County MUD 1,2799950,MUD,Hays,378.530161,378.572,N,A,2021/12/29 00:00:00+00,,MB,FN,P, ,gn,2022/03/15 00:00:00+00,105,209,0.000143222,0.054475686
Montgomery County MUD 186,5857708,MUD,Montgomery,337.3113352,341.35,N,I,2020/11/24 00:00:00+00,,MB,FN,NP, ,gn,2021/11/02 00:00:00+00,170,339,0.00012772,0.120735206
Harris County MUD 500, ,MUD,Harris,91.26056346,91.719,N,A,,,MB,FN,NP, ,SPT,2020/11/06 00:00:00+00,101,201,3.45E-05,0.03719701
Fort Bend County MUD 58,3080008,MUD,Fort Bend ,1401.807448,1393.9392,N,A,1984/11/21 00:00:00+00,2022/02/08 00:00:00+00,MB,FN,NP,acreage off,gn,2022/03/16 00:00:00+00,79,157,0.000529,0.233281334
Fort Bend County MUD 213,3092866,MUD ,Fort Bend,118.2173864,116.848,N,A,2013/06/14 00:00:00+00,2022/02/22 00:00:00+00,MB,FN,NP,acreage off,gn,2022/03/16 00:00:00+00,79,157,4.46E-05,0.028206157
Fort Bend County LID 15,3073755,LID,Fort Bend,2313.710831,2299.72,N,A,2000/09/19 00:00:00+00,2016/04/25 00:00:00+00,MB,FN,NP,Missing Save and Except Tracts,SPT,2020/05/15 00:00:00+00,79,157,0.000871542,0.179273017
Kendall County WCID 4,5190423,WCID,Kendall,1142.907196,990.604,N,I,2017/09/01 00:00:00+00,,MB,FN,NP,missing tracts,ks,2020/02/18 00:00:00+00,130,259,0.000431559,0.089055009
Montgomery County MUD 176,5857681,MUD,Montgomery,298.7886455,0,N,A,2019/09/01 00:00:00+00,2021/07/15 00:00:00+00,MB,FN, , , ,, , ,0.00011333,0.065805487
Leander MUD 2,5382500,MUD,Williamson,169.0224527,169.197,N,A,2013/08/28 00:00:00+00,2015/08/17 00:00:00+00,MB,FN,P, ,gn,,246,491,6.43E-05,0.03216652
Montgomery County MUD 140,5857545,MUD,Montgomery,330.3647275,330.352, N,I,2013/06/14 00:00:00+00,2022/02/11 00:00:00+00,MB,FN,P, ,gn,2022/03/15 00:00:00+00,170,339,0.0001253,0.081681912
Montgomery County MUD 172,5857661,MUD,Montgomery,216.8766005,217.857,N,I,2020/01/21 00:00:00+00,,MB,FN,NP, ,ks,2020/09/21 00:00:00+00,170,339,8.24E-05,0.046014153
Montgomery County MUD 171,5857657,MUD,Montgomery,191.143719,191.15,N,I,2020/01/21 00:00:00+00,,MB,FN,NP, ,ks,2021/04/06 00:00:00+00,101,201,7.26E-05,0.042809071
Williamson County MUD 19E,8664002,MUD,Williamson,191.0993181,191.105,N,I,2020/03/23 00:00:00+00,2021/01/13 00:00:00+00,MB,FN,P, ,gn,2021/11/03 00:00:00+00,246,491,7.28E-05,0.0437392
Northwest,6030000,MUD,Harris,507.3017399,507.275,N,A,1977/03/10 00:00:00+00,2021/08/02 00:00:00+00,MB,FN,P, ,gn,2021/11/03 00:00:00+00,101,201,0.000191982,0.090123553
Williamson County MUD 19G,8748029,MUD,Williamson,541.9531187,541.936,N,I,2021/01/13 00:00:00+00,,MB,FN,P, ,gn,2021/11/03 00:00:00+00,249,491,0.000206163,0.133521621
Fort Bend County MUD 242,3079914,MUD,Fort Bend,237.1751041,237.292,N,I,2019/06/14 00:00:00+00,,MB,FN,P, ,ks,2019/12/17 00:00:00+00,79,157,8.92E-05,0.04359394
Green Tree Park MUD,3418600,MUD,Harris,88.81825035,0,N,I,2019/06/14 00:00:00+00,,MB,FN,NP, ,ks,2020/01/15 00:00:00+00,101,201,3.36E-05,0.04246616
Fort Bend County LID 20,3071500,LID,Fort Bend,594.7603461,594.6094,N,A,2007/07/29 00:00:00+00,2019/09/09 00:00:00+00,MB,FN,P, ,SPT,2019/10/30 00:00:00+00,79,157,0.000224148,0.068525035
Harris County MUD 553,9000004,MUD,Harris,266.8938687,266.85,N,I,2017/09/01 00:00:00+00,,MB,FN,P, ,SPT,2019/01/14 00:00:00+00,101,201,0.000101022,0.060067589
Beaumont Municipal Management District 1,1214500,MUD,Jefferson,364.6153587,364.59,N,I,2017/09/01 00:00:00+00,,MB,FN,P, ,SPT,2020/01/15 00:00:00+00,123,245,0.000137987,0.058117
East Montgomery County MUD 12,2801782,MUD,Montgomery,398.1445454,398.81,N,A,2005/06/22 00:00:00+00,2019/10/18 00:00:00+00,MB,FN,P, ,SPT,2020/03/02 00:00:00+00,170,339,0.000151023,0.056522534
Williamson County MUD 31,8664502,MUD,Williamson,190.5518931,186.054,N,A,2015/06/18 00:00:00+00,2019/11/08 00:00:00+00,MB,FN,NP, ,SPT,2020/03/03 00:00:00+00,246,491,7.25E-05,0.072095092
White Oak Bend MUD,8537000,MUD,Harris,130.6956108,130.6859,N,A,1978/04/04 00:00:00+00,2020/07/29 00:00:00+00,MB,FN,P, ,SPT,2020/11/20 00:00:00+00,101,201,4.94E-05,0.031228002
Denton County FWSD 1-C,2721830,FWSD,Denton,303.2977655,294.49,N,A,1997/08/13 00:00:00+00,2015/04/21 00:00:00+00,MB,FN,NP,d,ks,2020/05/15 00:00:00+00,61,121,0.000118473,0.162727356
Denton County FWSD 1-D, ,FWSD,Denton,565.6448339,485.9921,N,A,1999/05/05 00:00:00+00,2007/09/18 00:00:00+00,MB,FN,NP,np,ks,2020/05/15 00:00:00+00,61,121,0.000220951,0.264928617
Williamson County MUD 19H,8706015,MUD,Williamson,293.6325679,293.198,N,I,2021/01/13 00:00:00+00,2021/10/12 00:00:00+00,MB,FN,NP, ,gn,2021/11/03 00:00:00+00,246,491,0.000111747,0.064557178
Williamson County MUD 19F,8832057,MUD,Williamson,288.2673736,288.906,N,I,2021/01/13 00:00:00+00,,MB,FN,NP, ,gn,2021/11/03 00:00:00+00,246,491,0.000109729,0.061176949
Liberty County Drainage District,5405000,DD,Liberty,751557.1293,0,Y,I,2019/05/29 00:00:00+00,,OSD, ,NP, ,ks,2020/01/07 00:00:00+00,146,291,0.284788512,2.401831327
City of Kemah MMD 1,4912988,MMD,Galveston,88.82984031,88.8266,N,I,2019/09/01 00:00:00+00,,MB,FN,P, ,ks,2020/01/07 00:00:00+00,84,167,3.36E-05,0.024536315
Meadowhill Regional MUD,5798010,MUD,Harris,753.5282071,751.9397,N,A,2001/09/24 00:00:00+00,2019/08/19 00:00:00+00,MB,FN,NP, ,SPT,2020/11/20 00:00:00+00,101,201,0.000285319,0.283761668
Frognot SUD,2916906,SUD ,Collin,25103.89793,23230,N,A,2019/08/12 00:00:00+00,2019/11/15 00:00:00+00,MB,FN,NP, ,GN,2021/07/15 00:00:00+00, , ,0.009834433,0.600929301
Harris County FWSD 61,3733010,MUD,Harris,1828.439906,1825.361,N,A,1967/05/22 00:00:00+00,2020/04/22 00:00:00+00,MB,FN,P, ,GN,2021/07/16 00:00:00+00,101,201,0.000691354,0.580988539
Harris County MUD 248,3737570,MUD,Harris,510.3618118,509.623,N,A,1984/05/02 00:00:00+00,2020/06/02 00:00:00+00,MB,FN,P, ,GN,2021/07/16 00:00:00+00,101,201,0.000192959,0.180757014
Montgomery County MUD 158,5857559,MUD,Montgomery,595.3202886,595.28,N,A,2017/06/09 00:00:00+00,,MB,FN,P, ,ks,2020/03/10 00:00:00+00,170,339,0.000225713,0.111664136
Montgomery County MUD 179,5857692,MUD,Montgomery,56.72715813,56.711,N,I,2019/06/14 00:00:00+00,,MB,FN,P, ,ks,2019/11/26 00:00:00+00,170,339,2.16E-05,0.020284229
Cypress Hill MUD 1,2412750,MUD,Harris,1113.87682,979.398,N,A,1979/09/24 00:00:00+00,2020/08/21 00:00:00+00,MB,FN,NP, ,SPT,2021/01/07 00:00:00+00,101,201,0.000421409,0.26182313
Fort Bend County MUD 34,3079958,MUD,Fort Bend,673.0111328,672.8554,N,A,1981/03/10 00:00:00+00,2019/05/21 00:00:00+00,MB,FN,P, ,SPT,2021/03/15 00:00:00+00,79,157,0.000253882,0.089769672
Fort Bend County MUD 134 B,3081099,MUD,Fort Bend,1122.612621,1122.525,N,A,2007/08/10 00:00:00+00,2019/07/18 00:00:00+00,MB,FN,NP, ,SPT,2019/09/20 00:00:00+00,79,157,0.000423006,0.189785427
Harris County Improvement District 14,3736313,MMD,Harris,488.960447,471.69,N,A,2009/05/27 00:00:00+00,2019/07/16 00:00:00+00,MB,FN,NP, ,SPT,2019/09/19 00:00:00+00,101,201,0.000185093,0.106733046
Harris County MUD 157,3737372,MUD,Harris,1110.136414,1110.181,N,A,1977/12/05 00:00:00+00,2019/06/18 00:00:00+00,MB,FN,NP, ,SPT,2019/09/11 00:00:00+00,101,201,0.000419522,0.205430968
Brazoria County MUD 24,1636658,MUD,Brazoria,742.0734708,742.3891,N,A,2004/08/27 00:00:00+00,2019/08/15 00:00:00+00,MB,FN,NP, ,SPT,2019/09/13 00:00:00+00,20,39,0.00027934,0.126382517
Harris County MUD 24,3737096,MUD,Harris,1080.716233,1110.43,N,A,1972/12/12 00:00:00+00,2017/09/20 00:00:00+00,MB,FN,NP, ,ks,2020/05/13 00:00:00+00,101,201,0.000409031,0.362606635
Crosby MUD,2412000,MUD,Harris,1698.098997,1847.135,N, A,1965/06/17 00:00:00+00,2019/04/25 00:00:00+00,MB,FN,NP,acreage off,gn,2022/03/29 00:00:00+00,101,201,0.000641905,0.204907891
Montgomery County MUD 155,9000015,MUD,Montgomery,132.7540458,132.763,N,I,2019/10/11 00:00:00+00,,MB,FN,P, ,ks,2020/03/26 00:00:00+00,170,339,5.04E-05,0.036557856
Butterfield Trail MUD 1,9000017,MUD,El Paso,667.4064091,668.46,N,I,2019/10/22 00:00:00+00,,MB,FN,P, ,ks,2020/03/26 00:00:00+00,71,141,0.000257205,0.095260507
Butterfield Trail MUD 2,9000018,MUD,El Paso,589.797398,590.74,N,I,2019/10/22 00:00:00+00,,MB,FN,P, ,ks,2020/03/26 00:00:00+00,71,141,0.000227432,0.118122988
Altessa MUD,990751,MUD,Bastrop,283.1426841,283.115,N,I,2020/02/20 00:00:00+00,,MB,FN,P, ,ks,2020/03/26 00:00:00+00,11,21,0.000107525,0.050403764
Beach City WCID,1212400,WCID,Chambers,74.68169361,75.352,N, ,,, , , , , ,, , ,2.83E-05,0.026512184
CY Champ PUD,2412300,MUD,Harris,704.5424376,706.312,N,A,1971/06/04 00:00:00+00,2019/02/21 00:00:00+00,MB,FN,NP, ,SPT,2020/04/13 00:00:00+00,101,201,0.000266509,0.202170522
West Harris County MUD 17,8472980,MUD,Harris,195.9898623,195.976,N,A,1980/05/21 00:00:00+00,2018/02/09 00:00:00+00,MB,FN,NP, ,SPT,2020/04/13 00:00:00+00,101,201,7.40E-05,0.058281831
Grayson County MUD 3,3408500,MUD,Grayson,580.9530705,578.517,N,I,2019/09/01 00:00:00+00,,MB,FN,NP, ,SPT,2019/11/13 00:00:00+00,91,181,0.000228059,0.064759764
Tarkington Management District 1,7644550,MD,Liberty,807.6973545,807.65,N,I,2019/09/01 00:00:00+00,,MB,FN,NP, ,SPT,2019/11/13 00:00:00+00,146,291,0.000306271,0.074493291
Harris County Improvement District 24,3736694,ID,Harris,15.10122123,15.1155,N,I,2017/06/15 00:00:00+00,,MB,FN,NP, ,SPT,2020/02/13 00:00:00+00,101,201,5.70E-06,0.017245788
Harris County MUD 165,3737388,MUD,Harris,4283.204352,4280.16,N,A,1978/07/06 00:00:00+00,2020/08/06 00:00:00+00,MB,FN,NP, ,ks,2021/02/26 00:00:00+00,101,201,0.001619122,0.56228495
Northwest Harris County MUD 15,6041540,MUD,Harris,556.9583243,556.883,N,A,1978/03/07 00:00:00+00,2020/01/22 00:00:00+00,MB,FN,NP, ,SPT,2020/03/18 00:00:00+00,101,201,0.00021081,0.131721329
Lakeside MUD 9,5312750,MUD,Williamson,107.7399598,107.74,N,I,2021/04/08 00:00:00+00,,MB,FN,P, ,ks,2021/09/09 00:00:00+00,246,491,4.10E-05,0.02916604
Galveston County MUD 80,3170875,MUD,Galveston,157.6304395,157.63,N,I,2021/07/30 00:00:00+00,,MB,FN,P, ,ks,2021/09/14 00:00:00+00,84,167,5.93E-05,0.036245121
Rolling V Ranch WCID 2,7318675,WCID,Wise,353.3776374,385.682,N,I,2020/06/02 00:00:00+00,,MB,FN,NP, ,SPT,2020/08/04 00:00:00+00,249,497,0.000137907,0.064964697
Rolling V Ranch WCID 3,7318838,WCID,Wise,2180.163262,2188.572,N,I,2020/06/02 00:00:00+00,,MB,FN,P, ,SPT,2020/08/04 00:00:00+00,249,497,0.000851074,0.231996363
Prairie Ridge MMD 1,7146888,MMD,Johnson,1215.998282,1238.501,N,I,2017/06/15 00:00:00+00,,MB,FN,NP, ,SPT,2020/02/12 00:00:00+00,126,251,0.000472146,0.170819774
Montgomery County MUD 149,6202047,MUD,Montgomery,111.2496825,111.9,N,A,2015/06/16 00:00:00+00,2020/07/06 00:00:00+00,MB,FN,NP, ,ks,2020/12/02 00:00:00+00,170,339,4.22E-05,0.041489405
Plum Creek MD,7111500,MD,Liberty,1578.690718,1568.64,N,I,2019/09/01 00:00:00+00,2020/06/23 00:00:00+00,MB,FN,NP, ,gn,2021/10/18 00:00:00+00,146,291,0.000598563,0.121071988
Williamson County MUD 19B ,86640009,MUD,Williamson,2241.882719,2250.8,N,A,2015/07/24 00:00:00+00,2016/10/18 00:00:00+00,MB,FN,NP, ,SPT,2020/07/28 00:00:00+00,246,491,0.000853829,0.208501595
Montgomery County MUD 121,5857535,MUD,Montgomery,480.4310473,480.26,N,A,2007/09/01 00:00:00+00,2020/11/16 00:00:00+00,MB,FN,NP, ,ks,2021/06/17 00:00:00+00,170,339,0.0001823,0.114292897
Midlothian MMD 3,5843469,MMD,Ellis,170.9331047,171.496,N,I,2017/09/01 00:00:00+00,,MB,FN,P, ,SPT,2020/02/14 00:00:00+00,70,139,6.64E-05,0.058982933
Lake Dunlap WCID,5306000,WCID,Guadalupe,2213.641915,2200,N,A,2020/02/07 00:00:00+00,,MB,FN,NP,save & excepts not removed; Active,SPT,2021/02/12 00:00:00+00,94,187,0.000834869,0.563374128
Nueces River Authority,6125000,RA,Medina,11329027.23,11389440,N,A,1935/11/01 00:00:00+00,,MAP,MAP,NP,nueces_ra.shp,SFA,2008/06/18 00:00:00+00,163,325,4.235262713,12.49881689
Fort Bend County MUD 157,3079326,MUD,Fort Bend,548.9332393,548.8,N,I,2018/04/27 00:00:00+00,2019/10/24 00:00:00+00,MB,FN,P, ,ks,2020/03/26 00:00:00+00,79,157,0.00020665,0.092391519
North San Gabriel MUD 1,6000000,MUD,Williamson,416.4664966,416.41,N,A,2013/06/14 00:00:00+00,2020/05/08 00:00:00+00,MB,FN,NP, ,ks,2020/09/10 00:00:00+00,246,491,0.000158692,0.091707672
Galveston County MUD 36,3202620,MUD,Galveston,370.4542499,370.46,N,A,2007/08/03 00:00:00+00,,MB,FN,P, ,ks,2020/09/10 00:00:00+00,84,167,0.000139413,0.04991886
Fort Bend County MMD 2,3073813,MMD,Fort Bend,100.0248742,100,N,I,2017/06/12 00:00:00+00,,MB,FN,P, ,SPT,2020/01/16 00:00:00+00,79,157,3.77E-05,0.024621592
Wise County MUD 4,8684550,MUD,Wise,97.55184223,97.93,N,A,2017/06/12 00:00:00+00,,MB,FN,P, ,SPT,2020/01/16 00:00:00+00,249,497,3.81E-05,0.025410576
Harris County WCID 133,4241330,WCID,Harris,489.0529604,488.802,N,A,1970/03/26 00:00:00+00,2015/01/12 00:00:00+00,MB,FN,NP,acreage not the same,gn,2022/01/05 00:00:00+00,101,201,0.000184864,0.101771148
SoGood Cedars MMD,7576113,MMD,Dallas,14.12078232,14.16,N,I,2019/06/14 00:00:00+00,,MB,FN,NP, ,ks,2020/01/16 00:00:00+00,57,113,5.50E-06,0.022238447
